id,latitude,longitude,step 1,step 2,step 3,step 4,step 5.1,step 5.2
GC2331_B,55.88331230879317,-4.350091473069663,1,1,1,1,1,1
GC2331_C,55.88220783548229,-4.349097292657027,1,1,1,1,1,1
GC2331_D,55.88167173196596,-4.350344066845672,1,1,1,1,1,1
GC237A_A,55.886702430242174,-4.374811788958645,1,1,0,0,0,0
GC237A_B,55.884925211348325,-4.370961299310234,1,1,1,0,0,0
GC2381_R,55.88791083146969,-4.37786019327798,1,1,0,0,0,0
GC2381_S,55.88563301564599,-4.372475677796264,1,1,0,0,0,0
GC2381_T,55.88630723491306,-4.376194906434908,1,1,0,0,0,0
GC2401_A,55.88850586107432,-4.379160010637965,1,1,1,0,0,0
GC2401_B,55.88685850551981,-4.375572942718618,1,1,0,0,0,0
GC2401_C,55.888822120134975,-4.377212271374398,1,1,0,0,0,0
GC2411_M,55.889992758957774,-4.382673577423567,1,1,1,0,0,0
GC2411_N,55.88811208175761,-4.378608156128064,1,1,1,0,0,0
GC2411_P,55.88872223765616,-4.3791252786604975,1,0,0,0,0,0
GC242A_R,55.89122478260522,-4.386811516063275,1,1,1,0,0,0
GC242A_S,55.888833726995,-4.380331555603812,1,1,0,0,0,0
GC4051_A,55.85899459169435,-4.284573995247212,1,1,1,1,1,0
GC4051_B,55.85784134625754,-4.281821721768201,1,1,1,1,1,1
GC4051_D,55.85928052163244,-4.2836958962327385,1,1,1,1,1,1
GC4051_F,55.859014029368296,-4.284495236395233,1,1,1,1,1,0
GC4101_S,0.0,0.0,0,0,0,0,0,0
GC4101_V,55.85909503978085,-4.284004610925713,1,1,1,1,1,1
GC4101_Y,0.0,0.0,0,0,0,0,0,0
GC4151_A,55.8608948225885,-4.284365958508686,1,1,1,1,1,1
GC4151_C,55.859867334386,-4.283554554728458,1,1,1,1,1,1
GC4151_E,55.85985056415024,-4.283489648996855,1,1,1,1,1,1
GD005A_R,55.87304240165911,-4.274368998804782,1,1,1,1,1,1
GD005A_S,55.87180550766946,-4.270779911528607,1,1,1,1,1,1
GD0101_A,55.87416484301112,-4.2778237245545965,1,1,1,1,1,1
GD0101_B,55.8721969676349,-4.271969702264024,1,1,1,1,1,1
GD0101_D,55.8736668861042,-4.274133759536267,1,1,1,1,1,0
GD0151_R,55.87491199724329,-4.280185538575759,1,1,1,1,1,1
GD0151_S,55.87319160263548,-4.27504912890747,1,1,1,1,1,1
GD0151_V,55.87367423847815,-4.278594289193398,1,1,1,1,1,0
GD0201_R,55.87648044190998,-4.2852655195573135,1,1,1,1,1,1
GD0201_S,55.87499437569618,-4.280590033554849,1,1,1,1,1,0
GD0201_V,55.87507288697377,-4.28265691173234,1,1,1,1,1,1
GD025A_A,55.87709872290631,-4.287300291458498,1,1,1,1,0,0
GD025A_B,55.875622009411785,-4.2826092123711526,1,1,1,1,1,1
GD030A_R,55.877657988367645,-4.289123814393541,1,1,1,1,1,1
GD030A_S,55.87650292585933,-4.285506649293601,1,1,1,1,1,1
GD0351_A,55.88038589643985,-4.297071000505625,1,1,1,1,1,1
GD0351_B,55.87708647961258,-4.287475433401904,1,1,1,1,1,0
GD0351_C,55.87763034911215,-4.2906090435634265,1,1,1,1,1,1
GD0351_D,55.87817351206875,-4.28846668502478,1,1,1,1,1,1
GD0351_G,55.87780734068743,-4.289308472865891,1,1,1,1,1,1
GD0451_R,55.882430960527095,-4.303060067155716,1,1,1,1,1,1
GD0451_S,55.87811514332719,-4.290637604140634,1,1,1,1,1,1
GD0451_T,55.88091017635168,-4.29691010878463,1,1,1,1,1,1
GD0451_V,55.87998107180539,-4.298054370231712,1,1,1,1,1,1
GD0501_B,55.8805355663702,-4.297719400881514,1,1,1,1,1,1
GD0501_C,55.88197371799365,-4.303960372769122,1,1,1,1,1,1
GD0501_D,55.88312252289256,-4.302605347861737,1,1,1,1,1,1
GD0501_H,55.88214758135558,-4.303794791072266,1,1,1,1,0,0
GD0551_R,55.887442307421104,-4.317141955586773,1,1,1,1,1,1
GD0551_S,55.88255516063674,-4.3036270676697965,1,1,1,1,1,1
GD0551_V,55.88429044796934,-4.310302004478084,1,1,1,1,1,1
GD0551_W,55.88430750342296,-4.310350989754637,1,1,1,1,1,1
GD0551_X,55.884467318034496,-4.30997671398386,1,1,0,0,0,0
GD0601_A,55.88852014228608,-4.320516622166707,1,1,1,1,1,1
GD0601_B,55.884767157038745,-4.310282365350108,1,1,1,1,1,1
GD0601_D,55.888167123099365,-4.316833340566485,1,1,1,1,1,1
GD0651_R,55.889221037722,-4.3224296057104965,1,1,1,1,1,1
GD0651_S,55.88753559795142,-4.317915128219076,1,1,1,1,1,1
GD0671_A,55.8899446109026,-4.324567916711989,1,1,1,1,1,1
GD0671_B,55.8886765548836,-4.321277602793381,1,1,1,1,1,1
GD0801_A,55.86921845642286,-4.2741134191198125,1,1,1,1,1,1
GD0801_C,55.868566619212544,-4.273883500913412,1,1,1,1,1,1
GD0971_B,55.871495390603954,-4.2971692818309455,1,1,1,1,1,0
GD0971_D,55.87383240733948,-4.295229131077177,1,1,1,1,1,0
GD1001_R,55.87357102993738,-4.293822917490491,1,1,1,1,1,1
GD1001_S,55.8742736193271,-4.296629998721927,1,1,1,1,1,1
GD1001_T,55.874787227512144,-4.2941504432043365,1,1,1,1,1,1
GD1151_R,55.87760853259431,-4.306211782415832,1,1,1,1,1,1
GD1151_S,55.876290924256345,-4.306021723179857,1,1,1,1,1,1
GD1351_Q,55.87685428619535,-4.325751724832818,1,1,1,1,1,1
GD1351_R,55.87582246002378,-4.327560500529652,1,1,1,1,1,1
GD1351_U,55.876522614189504,-4.328082034223077,1,1,1,1,1,1
GD1351_Y,55.8776052934619,-4.326436161045956,1,1,1,1,1,1
GD138B_P,0.0,0.0,0,0,0,0,0,0
GD1401_N,0.0,0.0,0,0,0,0,0,0
GD1431_L,0.0,0.0,0,0,0,0,0,0
GD1451_D,0.0,0.0,0,0,0,0,0,0
GD1451_F,55.88337934350125,-4.328124888674801,1,1,1,1,1,1
GD1501_A,55.88618766370234,-4.325526587324271,1,1,1,1,1,1
GD200A_R,55.87270699317352,-4.269170047463331,1,1,1,1,1,1
GD200A_S,55.87014169388682,-4.268892500320477,1,1,1,1,1,1
GD205A_A,55.874585837054674,-4.270606551552079,1,1,1,1,1,1
GD205A_B,55.87153148859795,-4.269069490114702,1,1,1,1,1,1
GD207A_R,55.877125804987536,-4.271282457662192,1,1,1,0,0,0
GD207A_S,55.87315661476877,-4.269643884686837,1,1,1,0,0,0
GD210A_A,55.87974627266463,-4.271979149355079,1,1,1,1,1,1
GD210A_B,55.8749758501997,-4.270901095855713,1,1,0,0,0,0
GD2151_P,55.87958456480349,-4.270514752531913,1,1,1,1,1,1
GD2151_R,55.88080935563527,-4.274759395090714,1,1,1,1,1,1
GD2151_S,55.87740955674705,-4.271490883106496,1,1,1,1,1,1
GD217A_A,55.882174875038615,-4.2786767807571655,1,1,1,1,1,1
GD217A_B,55.88017527180127,-4.2725958001697615,1,1,1,1,1,1
GD2251_R,55.88412038865245,-4.280389856662116,1,1,1,1,1,1
GD2251_S,55.88073133287157,-4.275090597183299,1,1,1,1,1,1
GD2301_A,55.885613821988585,-4.282732194797251,1,1,1,1,1,1
GD2301_B,55.88236439894815,-4.279119609067036,1,1,1,1,1,1
GD2301_C,55.88361555278639,-4.281927274564639,1,1,1,1,1,1
GD2301_D,55.88466102483654,-4.279829922075051,1,1,1,1,1,1
GD237A_R,55.88655733120668,-4.2841948444914815,1,1,1,0,0,0
GD237A_S,55.88448472347189,-4.281098820818078,1,1,1,1,1,1
GD2451_A,55.89013117786499,-4.289202741229508,1,1,1,1,1,0
GD2451_B,55.88573447251275,-4.28301112738691,1,1,1,1,1,0
GD2451_D,55.88747877238703,-4.284424905031582,1,1,1,1,1,0
GD255A_R,55.891994550995214,-4.293870688907533,1,1,1,1,0,0
GD255A_S,55.888338047501705,-4.28703414460273,1,1,1,1,0,0
GD260A_A,55.89347400383256,-4.296948945976821,1,1,0,0,0,0
GD260A_B,55.89110456999436,-4.290987350024925,1,1,0,0,0,0
GD2651_R,55.89603780637853,-4.298748022864334,1,1,1,1,1,0
GD2651_S,55.892336084155815,-4.2948344817194695,1,1,1,1,1,0
GD2651_T,55.89398944745,-4.299186651381308,1,1,1,1,1,0
GD2701_A,55.89918876489169,-4.302309747084052,1,1,1,1,1,0
GD2701_B,55.89515227975689,-4.298039841472587,1,1,1,1,1,0
GD2701_D,55.89713453859071,-4.298253058641951,1,1,1,1,1,0
GD2721_R,55.89993901935972,-4.304481802485215,1,1,1,1,0,0
GD2721_S,55.896706970909776,-4.2994914192201605,1,1,1,1,1,0
GD3051_A,55.87448677832708,-4.261344692885372,1,1,1,0,0,0
GD3051_B,55.87058903731912,-4.260702458972916,1,1,1,1,1,0
GD3051_C,55.87400206533204,-4.2632668103669165,1,1,1,1,1,0
GD3051_D,55.87535138583236,-4.263201464339122,1,1,1,1,1,0
GD3051_E,55.87716961150117,-4.258159352749196,1,1,1,1,1,0
GD310A_R,55.87793080341981,-4.254878120936004,1,1,1,1,1,0
GE0101_A,55.88114068661429,-4.254312806621951,1,1,1,1,1,1
GE0101_B,55.87739374588589,-4.252304970388122,1,1,1,1,1,1
GE0101_C,55.877159582500326,-4.254785434732858,1,1,1,1,1,1
GE0101_D,55.87730633113924,-4.258055380771955,1,1,1,1,1,0
GE0271_A,55.88648291122148,-4.2570532922693145,1,1,1,1,1,1
GE0271_C,55.883833760791816,-4.254484968476632,1,1,1,1,1,1
GE0271_D,55.88512117954029,-4.258285456936139,1,1,1,1,1,1
GE0301_R,55.89068099986828,-4.258960363041584,1,1,1,1,1,1
GE0301_S,55.88656460129158,-4.255538867901007,1,1,1,1,1,1
GE0301_T,55.88537610015536,-4.256637228256721,1,1,1,1,1,1
GE0301_V,55.88657812112334,-4.258721911218952,1,1,1,1,1,1
GE032A_A,55.89326316188427,-4.260278028326104,1,1,1,1,1,0
GE032A_B,55.8868008405632,-4.257359597955107,1,1,1,1,1,0
GE0351_R,55.89565685090712,-4.2635362950810665,1,1,1,1,1,0
GE0351_S,55.89335727794162,-4.259067954748839,1,1,1,1,1,0
GE0351_T,55.890819366914215,-4.2592562798354185,1,1,1,1,1,0
GE052A_A,55.89742773704474,-4.265958846499681,1,1,1,1,1,1
GE052A_B,55.89355473559768,-4.260550894134558,1,1,1,1,1,1
GE0551_R,55.89864459845293,-4.2662537651638885,1,1,1,1,1,0
GE0551_S,55.89565126752435,-4.26383987505431,1,1,1,1,1,0
GE1801_A,55.87440637892156,-4.234259386476436,1,1,1,1,0,0
GE1801_C,55.87373507358611,-4.2331177927657695,1,1,1,1,0,0
GE1801_F,55.874897302108366,-4.232465148861084,1,1,1,1,0,0
GE1801_G,55.87490541091073,-4.232513573425408,1,1,1,1,0,0
GE1851_S,55.87502184009652,-4.2315450876606615,1,1,1,1,0,0
GE1851_T,55.87708157507253,-4.231951065226712,1,1,1,1,0,0
GE1851_V,55.87454049421858,-4.232812347604814,1,1,1,1,0,0
GE1851_W,55.874985927933885,-4.231543026815197,1,1,1,1,0,0
GE1901_B,55.87714992481204,-4.231155625185907,1,1,1,1,1,0
GE1901_C,55.87534504484697,-4.232554799895341,1,1,1,1,1,0
GE1901_D,55.87994583916944,-4.233586425803779,1,1,1,1,1,0
GE1901_G,55.877131389570856,-4.2311865361441,1,1,1,1,1,0
GE2151_R,55.879926106576825,-4.235168145841165,1,1,1,1,1,1
GE2151_S,55.88023980974729,-4.2327399328484185,1,1,1,1,1,0
GE2151_T,55.8808914206466,-4.233976515263664,1,1,1,1,1,1
GE2151_V,55.877515125169154,-4.232327674886967,1,1,1,1,1,1
GE222A_A,55.88207597003312,-4.231102552495218,1,1,1,1,1,0
GE222A_B,55.882067559432144,-4.229583087695047,1,1,1,1,1,1
GE2291_R,55.88221237590282,-4.23051877497822,1,1,0,0,0,0
GE2291_S,55.88488864819818,-4.227650145493303,1,1,0,0,0,0
GE2291_V,55.88286215461565,-4.225903082023201,1,1,0,0,0,0
GE2291_W,55.88283522042489,-4.225901539840345,1,1,0,0,0,0
GE2301_A,55.88504044104503,-4.229193932397409,1,1,1,1,1,1
GE2301_C,55.8831703382426,-4.226752193615476,1,1,1,1,1,0
GE2301_D,55.88583716324757,-4.22887183400066,1,1,1,1,1,1
GF0251_R,55.87857876835941,-4.195185168972769,1,1,1,1,0,0
GF0251_T,55.87793545508411,-4.193965779086144,1,1,1,1,0,0
GF0301_B,55.8794753658421,-4.191270748509423,1,1,1,1,0,0
GF0301_C,55.87920694484322,-4.189688801744092,1,1,1,1,0,0
GF0301_D,55.878108514077454,-4.190810017915082,1,1,1,1,0,0
GF205A_T,55.86910271981327,-4.190334708816686,1,1,1,1,0,0
GF205A_V,55.86480754554235,-4.196341847220005,1,1,1,1,1,0
GF210A_C,55.86768309263532,-4.192332587450766,1,1,1,1,1,1
GF210A_D,55.87168697809885,-4.187027519271619,1,1,1,1,1,1
GF215A_T,55.872800026631786,-4.185587493418333,1,1,1,1,1,1
GF215A_V,55.86926518195565,-4.190295905938847,1,1,1,1,0,0
GF2201_C,55.87217975382799,-4.186607648660339,1,1,1,1,1,0
GF2201_D,55.87402278298977,-4.18404164750885,1,1,1,1,1,0
GF2201_F,55.87284199232735,-4.184742630340509,1,1,1,1,1,0
GF2201_G,55.87216264853542,-4.186558731835579,1,1,1,1,1,0
GF2201_H,55.87399726525847,-4.183960285501168,1,1,1,1,1,0
GF2251_P,55.87499045813868,-4.184207898144596,1,1,1,1,1,0
GF2251_R,55.8737446349072,-4.183002943328146,1,1,1,1,1,0
GF2251_S,55.87426793222835,-4.185925765345783,1,1,1,1,1,0
GF2251_T,55.87543253460708,-4.181578991801759,1,1,1,1,1,0
GF2251_V,55.87315557027996,-4.185303751187315,1,1,1,1,1,0
GF2251_X,55.87423249854093,-4.184884691184675,1,1,1,1,1,0
GG0021_A,55.86627401191743,-4.234191837483145,1,1,1,1,1,0
GG0021_B,55.86542163382194,-4.227669993143565,1,1,1,1,1,0
GG0021_C,55.86537274202821,-4.229872766495637,1,1,1,1,1,0
GG012A_R,55.863287109702064,-4.213979452532824,1,1,1,1,0,0
GG012A_S,55.863645191553246,-4.217052326028468,1,1,1,1,0,0
GG015A_A,55.8634944533064,-4.215941005830022,1,1,1,1,1,1
GG015A_B,55.86308223677448,-4.211378805438201,1,1,1,1,1,1
GG0171_R,55.86286221842705,-4.208617514574572,1,1,1,1,1,1
GG0171_S,55.86330326982864,-4.213580834591029,1,1,1,1,1,1
GG0171_T,55.86378216492892,-4.210939140345901,1,1,1,1,1,1
GG0251_A,55.86306993480468,-4.210563054956653,1,1,1,1,1,1
GG0251_C,55.86247128334951,-4.208867001010496,1,1,1,1,1,1
GG0251_Y,55.86252738679095,-4.2042356510590215,1,1,1,1,0,0
GG030A_R,55.86220565850669,-4.199614893790553,1,1,1,1,1,1
GG030A_S,55.862853049495286,-4.207626153701408,1,1,1,1,1,1
GG0351_B,55.86222293174097,-4.1981456183215125,1,1,1,1,1,1
GG0351_D,55.86303139491065,-4.198670736687007,1,1,1,1,1,1
GG0351_H,55.862496231624114,-4.199950944298692,1,1,1,1,0,0
GG0351_Z,55.86253825473829,-4.20362898309378,1,1,1,1,0,0
GG0401_S,55.86413187781811,-4.198445259570634,1,1,1,1,1,1
GG0401_T,55.86483904043623,-4.196087912321555,1,1,1,1,1,1
GG0401_V,55.862871060236,-4.1990931697624605,1,1,1,1,1,1
GG050A_C,55.863672710414725,-4.197987809071236,1,1,1,1,1,0
GG050A_D,55.86752034537757,-4.192387347515772,1,1,1,1,1,0
GG0951_A,0.0,0.0,0,0,0,0,0,0
GG0951_B,55.85842716676813,-4.12882070743387,1,1,1,1,1,1
GG0951_C,55.85847411084964,-4.131300050376075,1,1,1,1,1,1
GG0951_D,55.85904972184044,-4.1307563185370615,1,1,1,1,1,1
GG1101_R,55.86655956269572,-4.155205423438159,1,1,1,1,0,0
GG1101_S,55.86903424670744,-4.155022867360321,1,1,1,1,0,0
GG1101_T,55.86881911962045,-4.1565293850707015,1,1,1,1,0,0
GG1201_A,55.87393663528762,-4.158363765317664,1,1,1,1,1,0
GG1201_B,55.874099134795415,-4.1608825433328365,1,1,1,1,1,0
GG1551_A,0.0,0.0,0,0,0,0,0,0
GG1551_B,0.0,0.0,0,0,0,0,0,0
GG1551_C,0.0,0.0,0,0,0,0,0,0
GG1551_D,0.0,0.0,0,0,0,0,0,0
GG1551_E,0.0,0.0,0,0,0,0,0,0
GG1551_F,0.0,0.0,0,0,0,0,0,0
GG1601_R,0.0,0.0,0,0,0,0,0,0
GG1601_S,0.0,0.0,0,0,0,0,0,0
GG1601_T,0.0,0.0,0,0,0,0,0,0
GG1751_B,0.0,0.0,0,0,0,0,0,0
GG1751_C,0.0,0.0,0,0,0,0,0,0
GG2001_R,55.859711320099954,-4.235285158085663,1,1,1,1,1,1
GG2001_S,55.86031961779896,-4.239395099723101,1,1,1,1,1,1
GG2001_V,55.85952965663585,-4.2373681074853655,1,1,1,1,1,1
GG2021_A,55.85997250372565,-4.236738383105386,1,1,1,1,1,1
GG2021_B,55.8595621956346,-4.234094067366224,1,1,1,1,1,0
GG2021_C,55.859329614891465,-4.235023530458967,1,1,1,1,1,1
GG2051_R,55.8590041153222,-4.230178930108884,1,1,1,1,1,1
GG2051_S,55.85966355386908,-4.234451449152272,1,1,1,1,1,0
GG2051_T,55.860087560609024,-4.233868549025575,1,1,1,1,1,1
GG2051_W,55.86008843021875,-4.233820658163293,1,1,1,1,1,1
GG210A_A,55.85952137074835,-4.23337262195153,1,1,1,1,0,0
GG210A_B,55.85824308841949,-4.224558473994201,1,1,1,1,0,0
GG2151_R,55.85833640316464,-4.221383888355596,1,1,1,1,1,1
GG2151_S,55.85901250678635,-4.229715996716747,1,1,1,1,1,1
GG2151_T,55.85870411586409,-4.223913685680131,1,1,0,0,0,0
GG2151_V,55.85774784916511,-4.224610058030883,1,1,1,1,1,0
GG220A_A,55.85829285413425,-4.223794303736367,1,1,1,1,1,1
GG220A_B,55.85840626356214,-4.21900692850426,1,1,1,1,1,1
GG225A_R,55.85845604619944,-4.216245309231471,1,1,1,1,0,0
GG225A_S,55.858370254907406,-4.2210023127422,1,1,1,1,1,1
GG230A_A,55.858439820063495,-4.218641313056552,1,1,1,1,1,1
GG230A_B,55.85834394575739,-4.213985818952678,1,1,1,1,1,1
GG2351_R,55.85800309843438,-4.207446865590776,1,1,1,1,1,1
GG2351_S,55.85846352262974,-4.215830267433828,1,1,1,1,1,1
GG2351_T,55.85897161851685,-4.212567378331872,1,1,1,1,1,1
GG2351_V,55.85767288099623,-4.213819803951635,1,1,1,1,1,1
GG240A_A,55.8583431459003,-4.2125316422521255,1,1,1,1,1,0
GG240A_B,55.85797950054643,-4.206758417445717,1,1,1,0,0,0
GG2571_R,55.85504130964139,-4.198187342342337,1,1,1,1,1,1
GG2571_S,55.8561394699883,-4.200102880012501,1,1,1,1,1,1
GG2571_V,55.855705658667326,-4.200238137555074,1,1,1,1,1,0
GG2571_W,55.8557328789401,-4.2002236982191405,1,1,1,1,1,0
GG2581_A,55.855326467007686,-4.198826597978703,1,1,1,1,1,1
GG2581_B,55.85466551443288,-4.196584304821799,1,1,1,1,1,0
GG2581_C,55.853524984281606,-4.1975424875028144,1,1,1,1,1,1
GG2581_F,55.85463829456522,-4.1965987463374566,1,1,1,1,1,0
GG2601_R,55.8524935915326,-4.180756369159921,1,1,1,0,0,0
GG2601_T,55.8531123121091,-4.186910304486552,1,1,1,0,0,0
GG2601_V,55.85299424184458,-4.181918798513778,1,1,1,0,0,0
GG2601_W,55.8525504649505,-4.186159770507467,1,1,1,1,1,0
GG2621_A,55.85331727771885,-4.179412499996447,1,1,1,1,1,1
GG2621_B,55.85442652637147,-4.1761512534310645,1,0,0,0,0,0
GG2621_C,55.85350546177588,-4.177921168080993,1,1,1,1,1,1
GG2621_D,55.85273253541617,-4.177414582470759,1,1,1,1,1,1
GG267A_A,55.85274381385316,-4.182863381641116,1,1,1,1,1,1
GG267A_B,55.85223752966005,-4.177962054873924,1,1,1,1,1,1
GG268A_R,55.85196993798632,-4.174799670989969,1,1,1,1,1,1
GG268A_S,55.85251748999136,-4.180422192440884,1,1,1,1,1,1
GG2701_A,55.8522468542111,-4.177435341630183,1,1,1,1,1,1
GG2701_B,55.85185223546664,-4.173323243039063,1,1,1,1,1,1
GG2701_D,55.851336138497416,-4.174556563429402,1,1,1,1,1,1
GG272A_R,55.85167462114243,-4.169638716612222,1,1,1,1,1,1
GG272A_S,55.8519806595336,-4.1741931555768685,1,1,1,1,1,1
GG2751_A,55.851832996130206,-4.171868295482324,1,1,1,1,1,0
GG2751_B,55.8515793732095,-4.166374199723624,1,1,1,1,1,0
GG2751_D,55.85075040392315,-4.169555246772373,1,1,1,1,1,0
GG280A_R,55.85149217700777,-4.162646831811529,1,1,1,1,1,1
GG280A_S,55.85165481948635,-4.167193202219627,1,1,1,1,1,1
GG2951_R,55.85116692958421,-4.1586506592322126,1,1,1,1,1,1
GG2951_S,55.85162404723602,-4.161791427816562,1,1,1,1,1,1
GG2951_T,55.85210017089207,-4.1602681335328615,1,1,1,1,1,1
GG2951_V,55.85064453205173,-4.160251248831599,1,1,1,1,1,1
GG3001_A,55.85160996262818,-4.166168207640782,1,1,1,1,1,1
GG3001_B,55.85143661073307,-4.16069462066558,1,1,1,1,1,1
GG3001_C,55.85205108650491,-4.163061327514063,1,1,1,0,0,0
GH002A_R,55.855321608361095,-4.235991707786897,1,1,1,1,1,0
GH002A_S,55.85560650193221,-4.238117230640115,1,1,1,1,1,0
GH0101_A,55.85550699715153,-4.234692132089879,1,1,1,1,1,1
GH0101_B,55.8553725328301,-4.226743188856404,1,1,1,1,1,1
GH0151_R,55.85494196291612,-4.223219345230364,1,1,1,1,1,1
GH0151_S,55.85584182157922,-4.232090882667706,1,1,1,1,1,1
GH0151_T,55.856310252505104,-4.225582466887582,1,1,1,1,1,1
GH0151_V,55.85449501138106,-4.227060471207544,1,1,1,1,1,1
GH020A_A,55.85539015389372,-4.225769520669405,1,1,1,1,1,1
GH020A_B,55.854375482782494,-4.217259197086495,1,1,1,1,1,1
GH025A_R,55.8541873289021,-4.215730589212412,1,1,1,1,0,0
GH025A_S,55.85495988275704,-4.222725047464426,1,1,1,1,1,1
GH0301_A,55.8544093214602,-4.216877656291876,1,1,1,1,1,1
GH0301_B,55.85395993651709,-4.213384903351408,1,1,1,1,1,1
GH0301_C,55.85519734682786,-4.21454179747309,1,1,1,1,1,1
GH0301_D,55.852927156451976,-4.215339300424897,1,1,1,1,1,1
GH0401_S,55.85274059470873,-4.217213987754439,1,1,1,1,1,1
GH0401_T,55.853901972782175,-4.215107192260501,1,1,1,1,1,1
GH0401_V,55.849036576894754,-4.216284093591336,1,1,1,1,1,0
GH050A_R,55.853782434331,-4.211761071938861,1,1,1,1,0,0
GH050A_S,55.85421786382005,-4.2145339944393285,1,1,1,1,1,1
GH090A_T,55.85465681752957,-4.197574442828111,1,1,0,0,0,0
GH090A_V,55.85159465405261,-4.197433498344158,1,1,1,0,0,0
GH1001_A,55.85372297155631,-4.2095687674930335,1,1,1,1,1,1
GH1001_B,55.85295590290568,-4.20323019248114,1,1,1,1,1,1
GH1001_C,55.853719920746975,-4.208737761770545,1,1,1,1,1,1
GH1001_D,55.848700802625466,-4.209970627469236,1,1,1,1,1,0
GH1001_E,55.85407254814759,-4.209620570161431,1,1,1,1,1,1
GH1021_R,55.85148049354853,-4.198289788630956,1,1,1,1,1,1
GH1021_S,55.85346117681849,-4.208131912098142,1,1,1,1,1,1
GH1051_A,55.852870861804426,-4.2024584739438815,1,1,1,1,1,1
GH1051_B,55.85071378391255,-4.195929927553063,1,1,1,1,1,1
GH1051_C,55.85139570270908,-4.195489104259732,1,1,1,1,1,1
GH1051_D,55.85084602398106,-4.198589457521476,1,1,1,1,1,1
GH1051_E,55.852009080594605,-4.197377012328944,1,1,1,1,1,1
GH195A_A,55.854617352151365,-4.240121510355179,1,1,1,1,0,0
GH195A_B,55.85355752297622,-4.237120627922957,1,1,1,1,0,0
GH2001_R,55.85318481748708,-4.236364241833087,1,1,1,1,1,0
GH2151_A,55.84905477309007,-4.21826611210977,1,1,1,1,1,0
GH2151_B,55.84836029273144,-4.210414580717567,1,1,1,1,1,0
GH2151_C,55.852496779068176,-4.215282848994788,1,1,1,1,1,0
GH2151_D,55.84794504187706,-4.216509500488971,1,1,1,1,1,0
GH2201_R,55.848039354757226,-4.205763545115844,1,1,1,1,1,0
GH2201_S,55.84890183931829,-4.215781178523725,1,1,1,1,1,0
GH2201_T,55.85320176370468,-4.208564559188951,1,1,1,1,1,0
GH2201_V,55.84687343902489,-4.2106336740540415,1,1,1,1,1,0
GH2621_A,55.84506471201471,-4.194700764034135,1,1,1,1,1,0
GH2621_C,55.84691994870115,-4.198511488925708,1,1,0,0,0,0
GH2621_D,55.84689244336365,-4.198541884949085,1,1,0,0,0,0
GH2671_R,55.84601770177102,-4.19518579622288,1,1,1,1,1,0
GH2671_S,55.845579052699534,-4.195592363977341,1,1,1,1,1,0
GH2701_D,55.84080770040453,-4.183424044457551,1,1,1,1,0,0
GH2701_E,55.84025378111959,-4.180198601532704,1,1,1,1,0,0
GH2701_G,55.83933982075649,-4.179029422594229,1,1,1,1,0,0
GH3051_A,55.846989886888544,-4.237989222564448,1,1,1,1,1,1
GH3051_B,55.845909456720285,-4.230674713066676,1,1,1,1,1,1
GH3051_C,55.845929438724525,-4.230564036997177,1,1,1,1,1,0
GH3051_D,55.84753275389719,-4.230863584142065,1,1,1,1,1,1
GH3101_R,55.84329468844518,-4.226675321589251,1,1,1,1,1,1
GH3101_S,55.8427424725754,-4.228879976040038,1,1,1,1,1,1
GH3101_T,55.84114261089801,-4.222926502747639,1,0,0,0,0,0
GH3101_V,55.84127463413429,-4.227054945785894,1,1,1,1,1,1
GH312A_D,55.84219933396287,-4.226117518705436,1,1,1,1,1,1
GH3171_C,55.84266588160131,-4.225665001800007,1,1,1,1,1,1
GH3171_D,55.84259947208695,-4.217898311294728,1,1,1,1,1,1
GH3171_G,55.84221842482708,-4.221582310806617,1,1,1,1,1,1
GH320A_A,55.84598315054711,-4.221637402893596,1,1,1,1,0,0
GH320A_B,55.84468262121775,-4.219997746293337,1,1,1,1,1,0
GH3251_R,55.842985821186886,-4.217904346725376,1,1,1,1,1,1
GH3251_S,55.84553564029381,-4.221036792088657,1,1,1,1,1,0
GH3251_T,55.84497845543786,-4.218545007927128,1,1,1,1,1,1
GH3251_V,55.844299489832,-4.220311347341404,1,1,1,1,1,1
GH3251_W,55.8449700529393,-4.218512581110471,1,1,1,1,1,1
GH3271_K,55.84435066683066,-4.2194676575383765,1,1,1,1,1,1
GH3271_L,55.84129214560155,-4.21563561334397,1,1,1,1,1,1
GH3271_M,55.84277914808276,-4.221885848382062,1,1,1,1,1,1
GH3271_N,55.84364931674229,-4.215498207190404,1,1,1,1,1,1
GH3301_A,55.842497715633286,-4.217061920095516,1,1,1,1,1,1
GH3301_B,55.84057195523496,-4.214205053485609,1,1,1,1,1,1
GH3301_D,55.8413901201204,-4.214187690112489,1,1,1,1,1,1
GH335A_R,55.83881375755194,-4.211022589524935,1,1,1,1,1,1
GH335A_S,55.84104155001839,-4.215078293057689,1,1,1,1,1,1
GH337A_B,55.8385420294429,-4.2106398204520765,1,1,1,1,1,0
GH340A_T,55.8460475299276,-4.211081980693288,1,1,1,1,1,1
GH340A_V,55.84332272655367,-4.201151593530143,1,0,0,0,0,0
GH3451_K,55.84659307053544,-4.212231190582133,1,1,1,1,1,1
GH3451_L,55.84621355099072,-4.209845401462103,1,1,1,1,1,1
GH3451_M,55.84394006774664,-4.215323069961597,1,1,1,1,1,1
